category,Clothing,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews
Women Jeans,Jeans,1268,1411,3.8,259,2025-08-02,3XL,Green,Cotton,10.13,In Stock,FALSE,10 days,1 days,FALSE,433
Women Jeans,Jeans,1292,1668,3.3,7358,2025-08-02,L,Red,Lycra,22.54,Back in Stock,FALSE,10 days,4 days,FALSE,57
Women Jeans,Jeans,884,1282,4.7,4323,2025-08-02,M,Grey,Cotton Blend,31.05,In Stock,FALSE,10 days,1 days,FALSE,166
Women Jeans,Jeans,1625,3522,3.6,5759,2025-08-02,S,Yellow,Cotton,53.86,Few Left,FALSE,10 days,3 days,FALSE,114
Men Tshirts,T-Shirt,320,363,4.6,1713,2025-08-02,XXL,Green,Polyester,11.85,Only 1 Left,FALSE,15 days,8 days,TRUE,38
Men Tshirts,T-Shirt,349,481,4.4,1183,2025-08-02,XS,Pink,Cotton Blend,27.44,Only 1 Left,FALSE,15 days,4 days,FALSE,36
Men Tshirts,T-Shirt,370,430,4.1,1060,2025-08-02,M,Black,Viscose,13.95,Only 1 Left,FALSE,15 days,6 days,FALSE,280
Men Tshirts,T-Shirt,359,460,4.4,1798,2025-08-02,XL,Green,Viscose,21.96,Few Left,FALSE,15 days,6 days,FALSE,491
Men Tshirts,T-Shirt,407,443,4.2,1097,2025-08-02,XL,Beige,Viscose,8.13,Back in Stock,FALSE,15 days,4 days,FALSE,113
Men Tshirts,T-Shirt,359,458,4.1,474,2025-08-02,L,White,Polyester,21.62,In Stock,FALSE,15 days,5 days,FALSE,239
Men Tshirts,T-Shirt,463,737,4.5,1206,2025-08-02,L,Beige,Viscose,37.18,Few Left,FALSE,15 days,6 days,FALSE,291
Men Tshirts,T-Shirt,373,410,3.9,758,2025-08-02,S,Red,Polyester,9.02,Back in Stock,FALSE,15 days,7 days,FALSE,305
Men Tshirts,T-Shirt,399,582,4.2,1764,2025-08-02,XL,White,Viscose,31.44,Only 1 Left,FALSE,15 days,3 days,FALSE,256
Men Tshirts,T-Shirt,350,463,4.1,1032,2025-08-02,3XL,Olive,Cotton Blend,24.41,Only 1 Left,FALSE,15 days,3 days,FALSE,404
Men Tshirts,T-Shirt,306,487,4.2,1291,2025-08-02,3XL,Orange,Polyester,37.17,Back in Stock,FALSE,15 days,3 days,FALSE,456
Men Tshirts,T-Shirt,359,457,3.9,1476,2025-08-02,S,Blue,Viscose,21.44,In Stock,FALSE,15 days,7 days,FALSE,282
Men Tshirts,T-Shirt,395,469,4.3,1827,2025-08-02,S,Olive,Cotton Blend,15.78,In Stock,FALSE,15 days,5 days,TRUE,423
Men Jeans,Jeans,729,1172,4.4,1592,2025-08-02,3XL,Olive,Viscose,37.8,Back in Stock,FALSE,15 days,7 days,FALSE,471
Men Jeans,Jeans,1135,1224,4.4,1749,2025-08-02,M,Orange,Viscose,7.27,In Stock,FALSE,15 days,3 days,FALSE,161
Men Jeans,Jeans,866,928,4.1,558,2025-08-02,XL,Black,Cotton,6.68,In Stock,FALSE,15 days,3 days,FALSE,423
Men Jeans,Jeans,1027,1515,3.9,1318,2025-08-02,L,Brown,Cotton Blend,32.21,Few Left,FALSE,15 days,4 days,FALSE,321
Men Jeans,Jeans,999,1187,4.6,1650,2025-08-02,3XL,Yellow,Viscose,15.84,Few Left,FALSE,15 days,3 days,FALSE,443
Men Jeans,Jeans,909,1169,4.3,1390,2025-08-02,3XL,Grey,Cotton Blend,22.24,Few Left,FALSE,15 days,3 days,FALSE,112
Men Jeans,Jeans,691,996,4.4,976,2025-08-02,XS,Green,Viscose,30.62,Few Left,FALSE,15 days,3 days,FALSE,158
Men Jeans,Jeans,945,1084,4.3,380,2025-08-02,S,Green,Cotton,12.82,Limited Stock,FALSE,15 days,8 days,FALSE,388
Men Jeans,Jeans,882,991,4.2,1621,2025-08-02,M,Blue,Cotton,11,Only 1 Left,FALSE,15 days,3 days,FALSE,166
Men Jeans,Jeans,712,865,3.9,645,2025-08-02,XS,Purple,Viscose,17.69,Only 1 Left,FALSE,15 days,6 days,FALSE,490
Men Jeans,Jeans,1197,1261,3.8,564,2025-08-02,S,Pink,Cotton,5.08,Back in Stock,FALSE,15 days,4 days,FALSE,435
Men Jeans,Jeans,1010,1087,4.5,1698,2025-08-02,3XL,Green,Polyester,7.08,Back in Stock,FALSE,15 days,8 days,TRUE,123
Men Jeans,Jeans,934,953,4.2,554,2025-08-02,XS,Maroon,Viscose,1.99,In Stock,FALSE,15 days,3 days,FALSE,148
Men Shirts,Shirt,502,582,4.1,507,2025-08-02,L,Purple,Cotton,13.75,Back in Stock,TRUE,15 days,8 days,FALSE,173
Men Shirts,Shirt,629,783,3.8,1018,2025-08-02,3XL,Pink,Cotton Blend,19.67,Few Left,FALSE,15 days,5 days,FALSE,194
Men Shirts,Shirt,686,826,3.9,1016,2025-08-02,S,Purple,Cotton,16.95,Limited Stock,FALSE,15 days,6 days,FALSE,258
Men Shirts,Shirt,452,463,4.2,1866,2025-08-02,S,Red,Cotton Blend,2.38,In Stock,FALSE,15 days,5 days,FALSE,318
Men Shirts,Shirt,802,879,3.8,898,2025-08-02,XXL,Grey,Cotton Blend,8.76,In Stock,FALSE,15 days,3 days,FALSE,314
Men Shirts,Shirt,669,728,4.2,1274,2025-08-02,XS,Black,Cotton,8.1,In Stock,FALSE,15 days,7 days,FALSE,49
Men Shirts,Shirt,675,770,3.8,1362,2025-08-02,L,Beige,Cotton,12.34,Limited Stock,FALSE,15 days,5 days,TRUE,359
Men Shirts,Shirt,464,555,4.5,829,2025-08-02,XXL,White,Cotton Blend,16.4,In Stock,FALSE,15 days,3 days,FALSE,270
Men Shirts,Shirt,635,793,4,205,2025-08-02,L,Beige,Cotton,19.92,Back in Stock,FALSE,15 days,6 days,FALSE,206
Men Shirts,Shirt,798,913,4.3,451,2025-08-02,XXL,Pink,Cotton,12.6,Back in Stock,FALSE,15 days,4 days,FALSE,69
Men Shirts,Shirt,740,890,4.3,489,2025-08-02,XS,Beige,Viscose,16.85,Few Left,FALSE,15 days,6 days,FALSE,435
Men Shirts,Shirt,541,643,3.8,774,2025-08-02,XS,Maroon,Cotton Blend,15.86,In Stock,FALSE,15 days,3 days,TRUE,220
Men Shirts,Shirt,755,1253,4,1508,2025-08-02,XS,Yellow,Polyester,39.74,Limited Stock,TRUE,15 days,6 days,FALSE,3
Women Dresses,Dress,740,938,4.3,1319,2025-08-02,XS,Yellow,Cotton Blend,21.11,Few Left,FALSE,15 days,3 days,FALSE,224
Women Dresses,Dress,683,868,3.9,1313,2025-08-02,XL,White,Cotton,21.31,Limited Stock,FALSE,15 days,6 days,FALSE,392
Women Dresses,Dress,644,925,4.4,338,2025-08-02,XS,Brown,Viscose,30.38,Back in Stock,FALSE,15 days,6 days,FALSE,256
Women Dresses,Dress,757,879,4.3,1445,2025-08-02,XXL,Olive,Polyester,13.88,In Stock,FALSE,15 days,4 days,FALSE,467
Women Dresses,Dress,943,990,4.4,1291,2025-08-02,L,Navy,Viscose,4.75,Back in Stock,FALSE,15 days,6 days,FALSE,75
Women Dresses,Dress,590,691,4.4,222,2025-08-02,XXL,Blue,Cotton,14.62,Back in Stock,FALSE,15 days,5 days,FALSE,499
Women Dresses,Dress,686,977,4.2,312,2025-08-02,S,Grey,Cotton,29.79,Back in Stock,FALSE,15 days,5 days,FALSE,207
Women Dresses,Dress,720,743,4.5,1530,2025-08-02,L,Beige,Cotton,3.1,In Stock,FALSE,15 days,8 days,FALSE,242
Women Dresses,Dress,725,802,4.2,1109,2025-08-02,XS,Blue,Viscose,9.6,In Stock,FALSE,15 days,7 days,FALSE,208
Women Dresses,Dress,826,931,4.4,1855,2025-08-02,3XL,Olive,Polyester,11.28,Only 1 Left,FALSE,15 days,8 days,TRUE,52
Women Dresses,Dress,912,1056,4.2,804,2025-08-02,XL,Orange,Polyester,13.64,In Stock,FALSE,15 days,3 days,FALSE,209
Women Dresses,Dress,823,1009,4.3,776,2025-08-02,XL,White,Viscose,18.43,Only 1 Left,FALSE,15 days,7 days,FALSE,89
Women Dresses,Dress,806,808,4.3,963,2025-08-02,XXL,Beige,Cotton,0.25,Only 1 Left,FALSE,15 days,3 days,FALSE,134
Women Tops,T-Shirt,420,620,4.5,1048,2025-08-02,L,Brown,Viscose,32.26,In Stock,FALSE,15 days,5 days,FALSE,495
Women Tops,T-Shirt,325,364,4,287,2025-08-02,S,Grey,Polyester,10.71,Back in Stock,FALSE,15 days,5 days,FALSE,199
Women Tops,Tunic,371,403,4,783,2025-08-02,XL,Beige,Cotton,7.94,In Stock,FALSE,15 days,8 days,FALSE,311
Women Tops,Tunic,516,518,4.5,371,2025-08-02,XL,White,Polyester,0.39,In Stock,FALSE,15 days,5 days,FALSE,117
Women Tops,T-Shirt,299,441,4.4,1401,2025-08-02,S,Olive,Polyester,32.2,Only 1 Left,FALSE,15 days,8 days,FALSE,395
Women Tops,T-Shirt,468,656,4.4,590,2025-08-02,L,Purple,Polyester,28.66,Limited Stock,FALSE,15 days,4 days,FALSE,278
Women Tops,Tunic,455,605,4,1078,2025-08-02,XL,Brown,Cotton,24.79,Limited Stock,FALSE,15 days,4 days,FALSE,331
Women Tops,T-Shirt,575,656,4.5,562,2025-08-02,3XL,Blue,Polyester,12.35,Limited Stock,FALSE,15 days,4 days,FALSE,478
Women Tops,Blouse,514,603,4,853,2025-08-02,M,Purple,Cotton,14.76,Back in Stock,FALSE,15 days,6 days,FALSE,464
Women Tops,Shirt,486,635,3.8,1146,2025-08-02,S,Black,Cotton Blend,23.46,In Stock,FALSE,15 days,6 days,FALSE,338
Women Tops,T-Shirt,304,383,3.9,905,2025-08-02,3XL,Maroon,Cotton,20.63,Limited Stock,FALSE,15 days,8 days,FALSE,86
Women Tops,T-Shirt,561,631,4.2,269,2025-08-02,M,Brown,Cotton,11.09,Few Left,FALSE,15 days,3 days,FALSE,75
Women Tops,Casual Top,495,642,4.2,1162,2025-08-02,3XL,Olive,Viscose,22.9,Only 1 Left,FALSE,15 days,3 days,FALSE,469
Women Jeans,Jeans,775,812,4.6,1979,2025-08-02,M,Pink,Cotton Blend,4.56,Only 1 Left,FALSE,15 days,7 days,FALSE,363
Women Jeans,Jeans,989,1021,4.4,140,2025-08-02,L,Green,Cotton,3.13,Back in Stock,TRUE,15 days,7 days,FALSE,43
Women Jeans,Jeans,839,993,4,824,2025-08-02,L,Brown,Cotton Blend,15.51,Few Left,FALSE,15 days,7 days,FALSE,222
Women Jeans,Jeans,989,1049,4.3,312,2025-08-02,M,Purple,Polyester,5.72,In Stock,TRUE,15 days,8 days,FALSE,135
Women Jeans,Jeans,1064,1188,4,1912,2025-08-02,XXL,Purple,Polyester,10.44,Limited Stock,FALSE,15 days,4 days,FALSE,70
Women Jeans,Jeans,1207,1299,4,399,2025-08-02,S,Red,Polyester,7.08,Few Left,FALSE,15 days,7 days,FALSE,211
Women Jeans,Jeans,1228,1268,4.6,1777,2025-08-02,M,Grey,Cotton Blend,3.15,Limited Stock,FALSE,15 days,4 days,FALSE,135
Women Jeans,Jeans,800,913,4.3,870,2025-08-02,L,White,Viscose,12.38,Limited Stock,FALSE,15 days,7 days,FALSE,174
Women Jeans,Jeans,919,1167,3.9,1288,2025-08-02,M,Yellow,Polyester,21.25,Only 1 Left,FALSE,15 days,7 days,FALSE,263
Women Jeans,Jeans,1176,1371,3.9,754,2025-08-02,XL,Red,Cotton,14.22,Few Left,FALSE,15 days,3 days,FALSE,154
Women Jeans,Jeans,1023,1175,4.1,1453,2025-08-02,L,Red,Cotton Blend,12.94,Few Left,FALSE,15 days,8 days,FALSE,6
Women Jeans,Jeans,1189,1226,4.2,1922,2025-08-02,XS,Orange,Cotton Blend,3.02,Limited Stock,FALSE,15 days,6 days,FALSE,125
Women Jeans,Jeans,804,889,4.3,1843,2025-08-02,XXL,Navy,Viscose,9.56,Back in Stock,FALSE,15 days,6 days,FALSE,499
Men Tshirts,T-Shirt,469,769,3.4,8398,2025-08-02,L,Brown,Polyester,39.01,In Stock,FALSE,30 days,2 days,FALSE,274
Men Tshirts,T-Shirt,578,1579,3.1,8934,2025-08-02,3XL,Red,Denim,63.39,Limited Stock,FALSE,30 days,3 days,FALSE,252
Men Tshirts,T-Shirt,704,965,4.2,4743,2025-08-02,XXL,Blue,Rayon,27.05,Limited Stock,FALSE,30 days,1 days,FALSE,375
Men Tshirts,T-Shirt,495,779,3.5,8798,2025-08-02,XL,Navy,Polyester,36.46,Back in Stock,TRUE,30 days,1 days,FALSE,346
Men Tshirts,T-Shirt,324,373,3.4,9923,2025-08-02,L,Maroon,Rayon,13.14,Few Left,FALSE,30 days,3 days,FALSE,104
Men Tshirts,T-Shirt,591,881,3.4,9466,2025-08-02,L,Navy,Cotton Blend,32.92,Few Left,FALSE,30 days,1 days,FALSE,385
Men Tshirts,T-Shirt,730,1517,4.4,913,2025-08-02,L,Pink,Cotton Blend,51.88,Limited Stock,FALSE,30 days,4 days,FALSE,282
Men Tshirts,T-Shirt,246,272,3.4,1181,2025-08-02,XL,Orange,Cotton,9.56,Back in Stock,FALSE,30 days,2 days,FALSE,270
Men Tshirts,T-Shirt,475,1194,3.6,9254,2025-08-02,XS,Yellow,Spandex,60.22,Only 1 Left,FALSE,30 days,3 days,FALSE,88
Men Tshirts,T-Shirt,451,790,4.3,8195,2025-08-02,S,Black,Spandex,42.91,Limited Stock,TRUE,30 days,3 days,FALSE,493
Men Tshirts,T-Shirt,570,686,4.5,9307,2025-08-02,M,White,Cotton Blend,16.91,Only 1 Left,FALSE,30 days,3 days,FALSE,378
Men Tshirts,T-Shirt,571,966,3.4,2702,2025-08-02,L,Maroon,Cotton Blend,40.89,Limited Stock,FALSE,30 days,1 days,FALSE,41
Men Tshirts,T-Shirt,487,1329,3.4,4334,2025-08-02,M,Olive,Polyester,63.36,Back in Stock,FALSE,30 days,2 days,FALSE,264
Men Tshirts,T-Shirt,794,950,3.9,4472,2025-08-02,M,Brown,Denim,16.42,Few Left,FALSE,30 days,1 days,FALSE,332
Men Tshirts,T-Shirt,683,843,4.1,7638,2025-08-02,XL,Yellow,Spandex,18.98,In Stock,FALSE,30 days,1 days,FALSE,384
Men Tshirts,T-Shirt,652,1545,3.5,1689,2025-08-02,XXL,Pink,Denim,57.8,Few Left,FALSE,30 days,4 days,TRUE,363
Men Tshirts,T-Shirt,753,1185,3.1,5770,2025-08-02,S,Green,Denim,36.46,Few Left,FALSE,30 days,2 days,FALSE,122
Men Tshirts,T-Shirt,245,261,3.1,8298,2025-08-02,3XL,Grey,Cotton,6.13,In Stock,FALSE,30 days,4 days,FALSE,465
Men Tshirts,T-Shirt,577,734,3.5,1122,2025-08-02,XS,Purple,Cotton,21.39,Only 1 Left,FALSE,30 days,3 days,TRUE,347
Men Tshirts,T-Shirt,239,368,3.1,110,2025-08-02,L,Navy,Cotton,35.05,Back in Stock,FALSE,30 days,4 days,FALSE,312
Men Jeans,Jeans,1207,1530,3.8,6169,2025-08-02,XXL,Olive,Spandex,21.11,Few Left,FALSE,30 days,3 days,FALSE,89
Men Jeans,Jeans,1456,1515,4.5,1188,2025-08-02,XL,Brown,Rayon,3.89,Few Left,TRUE,30 days,4 days,FALSE,469
Men Jeans,Jeans,1776,2036,3.2,7239,2025-08-02,M,Yellow,Denim,12.77,Limited Stock,FALSE,30 days,3 days,FALSE,380
Men Jeans,Jeans,900,1051,4,5879,2025-08-02,XS,Grey,Polyester,14.37,Back in Stock,FALSE,30 days,4 days,FALSE,358
Men Jeans,Jeans,1277,1756,4.2,3559,2025-08-02,XL,Navy,Spandex,27.28,In Stock,FALSE,30 days,4 days,FALSE,476
Men Jeans,Jeans,657,980,4.5,6324,2025-08-02,L,Navy,Rayon,32.96,Back in Stock,FALSE,30 days,3 days,FALSE,348
Men Jeans,Jeans,2088,2249,3.3,9650,2025-08-02,M,Orange,Polyester,7.16,Only 1 Left,FALSE,30 days,1 days,FALSE,178
Men Jeans,Jeans,662,910,3.4,1708,2025-08-02,3XL,Black,Rayon,27.25,In Stock,FALSE,30 days,1 days,FALSE,132
Men Jeans,Jeans,1359,1664,3.5,1161,2025-08-02,M,Black,Cotton Blend,18.33,Few Left,FALSE,30 days,1 days,FALSE,387
Men Jeans,Jeans,1785,2107,4,2256,2025-08-02,M,Beige,Denim,15.28,Limited Stock,FALSE,30 days,3 days,FALSE,460
Men Jeans,Jeans,819,1045,3.5,6304,2025-08-02,L,Blue,Cotton Blend,21.63,Limited Stock,FALSE,30 days,1 days,FALSE,82
Men Jeans,Jeans,1080,1545,3.1,2580,2025-08-02,M,Olive,Cotton Blend,30.1,Back in Stock,FALSE,30 days,2 days,FALSE,356
Men Jeans,Jeans,1050,1166,3.7,1048,2025-08-02,3XL,Yellow,Spandex,9.95,Limited Stock,FALSE,30 days,2 days,FALSE,216
Men Jeans,Jeans,948,1449,3.9,3396,2025-08-02,S,Pink,Polyester,34.58,Back in Stock,FALSE,30 days,2 days,FALSE,83
Men Jeans,Jeans,2117,2326,4.3,8722,2025-08-02,XS,Navy,Polyester,8.99,Only 1 Left,FALSE,30 days,4 days,FALSE,253
Men Jeans,Jeans,1537,1857,3.4,6442,2025-08-02,XL,Navy,Cotton,17.23,Back in Stock,FALSE,30 days,2 days,FALSE,413
Men Jeans,Jeans,1378,1850,3.2,5352,2025-08-02,XS,Purple,Polyester,25.51,Only 1 Left,FALSE,30 days,4 days,FALSE,80
Men Jeans,Jeans,724,775,3.6,2007,2025-08-02,S,Green,Polyester,6.58,Limited Stock,FALSE,30 days,1 days,FALSE,213
Men Jeans,Jeans,1230,1857,3.4,2888,2025-08-02,L,Maroon,Cotton Blend,33.76,Limited Stock,FALSE,30 days,3 days,FALSE,110
Men Jeans,Jeans,1036,1220,3.6,3319,2025-08-02,XS,White,Spandex,15.08,Few Left,FALSE,30 days,4 days,FALSE,22
Men Shirts,Shirt,661,1064,3.1,3299,2025-08-02,L,Beige,Polyester,37.88,Back in Stock,TRUE,30 days,3 days,FALSE,126
Men Shirts,Shirt,1340,1654,3.7,1691,2025-08-02,XXL,Black,Denim,18.98,Few Left,FALSE,30 days,4 days,FALSE,243
Men Shirts,Shirt,1310,1491,4,3486,2025-08-02,XXL,Green,Polyester,12.14,In Stock,FALSE,30 days,2 days,FALSE,436
Men Shirts,Shirt,560,693,3.2,3294,2025-08-02,L,Beige,Rayon,19.19,In Stock,FALSE,30 days,4 days,FALSE,402
Men Shirts,Shirt,1306,1360,4.4,214,2025-08-02,XXL,Blue,Cotton,3.97,Back in Stock,FALSE,30 days,2 days,FALSE,494
Men Shirts,Shirt,483,646,3.4,6969,2025-08-02,S,White,Polyester,25.23,Back in Stock,FALSE,30 days,2 days,FALSE,369
Men Shirts,Shirt,870,1162,3.4,618,2025-08-02,M,Brown,Rayon,25.13,In Stock,TRUE,30 days,1 days,FALSE,448
Men Shirts,Shirt,1104,1448,4.2,4317,2025-08-02,XXL,Navy,Polyester,23.76,Only 1 Left,FALSE,30 days,3 days,FALSE,3
Men Shirts,Shirt,451,501,3.7,8520,2025-08-02,L,White,Rayon,9.98,In Stock,FALSE,30 days,4 days,FALSE,136
Men Shirts,Shirt,1393,1450,3.7,1400,2025-08-02,XXL,Red,Cotton Blend,3.93,Few Left,FALSE,30 days,3 days,FALSE,240
Men Shirts,Shirt,731,1058,3,7606,2025-08-02,L,Brown,Denim,30.91,Back in Stock,FALSE,30 days,3 days,FALSE,235
Men Shirts,Shirt,1397,2897,3.7,9976,2025-08-02,3XL,Beige,Polyester,51.78,In Stock,FALSE,30 days,3 days,FALSE,404
Men Shirts,Shirt,1046,1477,3.4,7283,2025-08-02,3XL,Navy,Spandex,29.18,Back in Stock,FALSE,30 days,1 days,FALSE,101
Men Shirts,Shirt,855,877,3.2,7440,2025-08-02,L,White,Denim,2.51,Limited Stock,FALSE,30 days,3 days,FALSE,484
Men Shirts,Shirt,557,748,3.9,444,2025-08-02,L,Olive,Cotton Blend,25.53,Only 1 Left,FALSE,30 days,4 days,FALSE,98
Men Shirts,Shirt,689,1005,4.2,3044,2025-08-02,L,Olive,Cotton,31.44,Few Left,FALSE,30 days,4 days,FALSE,287
Men Shirts,Shirt,588,880,3.4,5112,2025-08-02,S,Grey,Cotton,33.18,Few Left,FALSE,30 days,4 days,TRUE,102
Men Shirts,Shirt,1423,2522,3.3,4746,2025-08-02,L,Beige,Cotton Blend,43.58,Only 1 Left,FALSE,30 days,4 days,FALSE,369
Men Shirts,Shirt,1235,1505,4.4,9418,2025-08-02,M,Blue,Denim,17.94,In Stock,FALSE,30 days,2 days,FALSE,369
Men Shirts,Shirt,481,799,3.4,4192,2025-08-02,XL,Purple,Rayon,39.8,Back in Stock,FALSE,30 days,4 days,FALSE,297
Women Dresses,Dress,1516,1775,3.1,8738,2025-08-02,XXL,Pink,Polyester,14.59,Back in Stock,FALSE,30 days,2 days,FALSE,338
Women Dresses,Dress,980,1182,3.7,6841,2025-08-02,XL,Yellow,Polyester,17.09,Few Left,TRUE,30 days,3 days,FALSE,60
Women Dresses,Dress,1050,1491,3.1,4964,2025-08-02,XXL,Red,Polyester,29.58,Back in Stock,FALSE,30 days,3 days,FALSE,417
Women Dresses,Dress,968,1430,4.5,6015,2025-08-02,S,Navy,Cotton,32.31,Limited Stock,FALSE,30 days,4 days,FALSE,96
Women Dresses,Dress,1439,1868,4,7843,2025-08-02,M,Purple,Cotton,22.97,Back in Stock,FALSE,30 days,1 days,FALSE,406
Women Dresses,Dress,1152,3037,3.1,1641,2025-08-02,XS,White,Denim,62.07,Only 1 Left,FALSE,30 days,3 days,FALSE,316
Women Dresses,Dress,1400,1682,4.4,2768,2025-08-02,M,Orange,Denim,16.77,Back in Stock,FALSE,30 days,1 days,FALSE,287
Women Dresses,Dress,1319,1645,3.1,47,2025-08-02,XS,Pink,Cotton,19.82,Only 1 Left,FALSE,30 days,4 days,FALSE,110
Women Dresses,Dress,962,1043,3.7,8610,2025-08-02,M,Pink,Denim,7.77,In Stock,FALSE,30 days,3 days,FALSE,46
Women Dresses,Dress,1485,3348,3.1,3310,2025-08-02,L,Green,Spandex,55.65,Back in Stock,FALSE,30 days,4 days,FALSE,146
Women Dresses,Dress,1233,3074,3.8,6394,2025-08-02,3XL,Brown,Rayon,59.89,Back in Stock,FALSE,30 days,2 days,FALSE,476
Women Dresses,Dress,1501,1677,3.4,5547,2025-08-02,XS,Pink,Polyester,10.49,In Stock,FALSE,30 days,3 days,FALSE,348
Women Dresses,Dress,490,579,3.4,621,2025-08-02,3XL,Black,Rayon,15.37,Back in Stock,FALSE,30 days,3 days,FALSE,448
Women Dresses,Dress,888,1171,4.2,9055,2025-08-02,3XL,Black,Rayon,24.17,Few Left,FALSE,30 days,1 days,FALSE,333
Women Dresses,Dress,452,465,3.4,9833,2025-08-02,XS,Orange,Rayon,2.8,Few Left,TRUE,30 days,4 days,FALSE,360
Women Dresses,Dress,1265,2343,4,908,2025-08-02,XL,Yellow,Rayon,46.01,Only 1 Left,FALSE,30 days,4 days,FALSE,103
Women Dresses,Dress,1058,1392,3,6977,2025-08-02,M,Brown,Rayon,23.99,Back in Stock,FALSE,30 days,1 days,TRUE,55
Women Dresses,Dress,895,925,4,3532,2025-08-02,XL,Yellow,Cotton,3.24,Few Left,FALSE,30 days,4 days,FALSE,111
Women Dresses,Dress,562,902,3.9,4955,2025-08-02,L,Red,Spandex,37.69,Back in Stock,FALSE,30 days,2 days,FALSE,267
Women Dresses,Dress,1023,1742,3.2,6976,2025-08-02,L,Navy,Denim,41.27,In Stock,FALSE,30 days,4 days,FALSE,76
Women Tops,Crop Top,774,1031,3.8,2504,2025-08-02,XL,Purple,Polyester,24.93,Only 1 Left,FALSE,30 days,2 days,FALSE,427
Women Tops,Casual Top,636,1068,3.7,1842,2025-08-02,XS,Brown,Spandex,40.45,Back in Stock,FALSE,30 days,3 days,FALSE,212
Women Tops,Casual Top,464,788,4.3,6405,2025-08-02,XS,Grey,Denim,41.12,In Stock,FALSE,30 days,1 days,FALSE,191
Women Tops,Tunic,893,1193,4.3,1190,2025-08-02,XL,Pink,Cotton,25.15,Limited Stock,FALSE,30 days,2 days,FALSE,182
Women Tops,Blouse,501,1019,3.9,5018,2025-08-02,L,Beige,Cotton Blend,50.83,Back in Stock,FALSE,30 days,4 days,FALSE,56
Women Tops,Shirt,564,980,3.2,7057,2025-08-02,3XL,Brown,Spandex,42.45,Back in Stock,FALSE,30 days,3 days,FALSE,435
Women Tops,Tank Top,311,481,4.4,7413,2025-08-02,XS,Grey,Cotton Blend,35.34,In Stock,FALSE,30 days,1 days,FALSE,367
Women Tops,Blouse,445,732,4,9622,2025-08-02,XXL,Pink,Spandex,39.21,Back in Stock,FALSE,30 days,3 days,FALSE,287
Women Tops,Shirt,756,909,4.3,8149,2025-08-02,XXL,Black,Cotton,16.83,In Stock,FALSE,30 days,4 days,FALSE,496
Women Tops,Blouse,350,391,4.5,5593,2025-08-02,L,Beige,Spandex,10.49,Back in Stock,FALSE,30 days,3 days,FALSE,494
Women Tops,Blouse,889,2024,3.8,8713,2025-08-02,XL,Beige,Polyester,56.08,In Stock,FALSE,30 days,1 days,FALSE,48
Women Tops,Crop Top,622,1023,4.4,8802,2025-08-02,XXL,White,Denim,39.2,Few Left,FALSE,30 days,3 days,TRUE,92
Women Tops,Shirt,647,1484,3.6,7804,2025-08-02,XL,Red,Cotton,56.4,Back in Stock,TRUE,30 days,1 days,FALSE,195
Women Tops,Casual Top,854,2271,3.3,7418,2025-08-02,S,Grey,Cotton Blend,62.4,Few Left,FALSE,30 days,2 days,FALSE,90
Women Tops,T-Shirt,339,816,4.2,9228,2025-08-02,S,Beige,Cotton Blend,58.46,Back in Stock,FALSE,30 days,2 days,FALSE,253
Women Tops,T-Shirt,364,433,3.5,4903,2025-08-02,M,Green,Rayon,15.94,Few Left,FALSE,30 days,4 days,FALSE,24
Women Tops,Blouse,870,2446,3.1,7922,2025-08-02,S,Grey,Cotton,64.43,Back in Stock,FALSE,30 days,1 days,FALSE,329
Women Tops,Tank Top,346,465,3.6,6986,2025-08-02,L,Navy,Spandex,25.59,In Stock,TRUE,30 days,2 days,FALSE,115
Women Tops,Tunic,826,973,3.5,3577,2025-08-02,M,Olive,Spandex,15.11,Limited Stock,FALSE,30 days,4 days,TRUE,246
Women Tops,Crop Top,796,1030,3.4,8272,2025-08-02,XXL,Navy,Spandex,22.72,Few Left,FALSE,30 days,4 days,FALSE,124
Women Jeans,Jeans,1946,2968,3.3,5191,2025-08-02,3XL,Pink,Cotton,34.43,Only 1 Left,FALSE,30 days,3 days,FALSE,445
Women Jeans,Jeans,1870,1898,4.2,128,2025-08-02,S,Green,Spandex,1.48,Only 1 Left,FALSE,30 days,1 days,FALSE,266
Women Jeans,Jeans,729,880,4.1,1261,2025-08-02,S,Beige,Rayon,17.16,Few Left,TRUE,30 days,4 days,FALSE,466
Women Jeans,Jeans,686,1050,4.2,7054,2025-08-02,XS,White,Denim,34.67,In Stock,FALSE,30 days,3 days,FALSE,353
Women Jeans,Jeans,2083,3847,3.3,2142,2025-08-02,3XL,Yellow,Rayon,45.85,Back in Stock,FALSE,30 days,1 days,FALSE,186
Women Jeans,Jeans,1430,1782,4.2,608,2025-08-02,S,White,Cotton,19.75,Limited Stock,FALSE,30 days,1 days,FALSE,407
Women Jeans,Jeans,2176,2267,4.2,6141,2025-08-02,XS,Navy,Denim,4.01,Limited Stock,FALSE,30 days,3 days,FALSE,197
Women Jeans,Jeans,1347,1364,4.5,6456,2025-08-02,XS,Yellow,Cotton,1.25,Few Left,FALSE,30 days,1 days,FALSE,61
Women Jeans,Jeans,2293,2682,3.1,6146,2025-08-02,S,Maroon,Cotton Blend,14.5,In Stock,FALSE,30 days,1 days,FALSE,23
