category,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews,product_engagement
Women Hoodies,1709,3150,3.8,4803,2025-08-16,XL,Cream,Modal,45.76,Back in Stock,FALSE,30 days,1 days,TRUE,691,34.7133759
Men Hoodies,908,3067,3.8,4315,2025-08-16,3XL,Black,Polyester,70.4,Back in Stock,TRUE,10 days,3 days,TRUE,679,38.80632044
Men Jeans,897,2302,3.7,1019,2025-08-16,S,Lavender,Linen,61.04,Limited Stock,TRUE,10 days,1 days,TRUE,60,32.63196425
Women Jeans,1227,5559,4.9,3496,2025-08-16,L,Purple,Cashmere,77.93,Back in Stock,TRUE,10 days,5 days,TRUE,194,46.98233761
Women Hoodies,1537,2378,2.9,4244,2025-08-16,M,Brown,Cotton,35.38,2-3 pieces left,TRUE,10 days,6 days,TRUE,555,31.22514159
Women Hoodies,500,1548,3.7,1871,2025-08-16,S,Mustard,Cotton,67.72,In Stock,FALSE,10 days,2 days,TRUE,196,30.37862183
Men Tshirts,1483,2006,3.9,9048,2025-08-16,XL,Orange,Modal,26.08,Few Left,TRUE,10 days,6 days,FALSE,545,40.03059718
Men Shirts,339,543,3.1,6115,2025-08-16,XS,Coral,Cotton Blend,37.61,Back in Stock,TRUE,30 days,5 days,TRUE,772,34.02785706
Men Hoodies,914,3076,4.1,9501,2025-08-16,M,Purple,Polyester,70.29,2-3 pieces left,TRUE,30 days,6 days,TRUE,1432,44.55295609
Men Jeans,1134,2469,3.4,1219,2025-08-16,M,Rose Gold,Rayon,54.08,Limited Stock,TRUE,45 days,5 days,TRUE,94,31.16246087
Men Tshirts,856,1664,3.9,7795,2025-08-16,XL,Pink,Wool,48.58,Limited Stock,TRUE,30 days,5 days,TRUE,857,41.94932764
Men Hoodies,992,4681,4.5,3611,2025-08-16,3XL,Brown,Fleece,78.81,Pre-Order,TRUE,30 days,5 days,TRUE,701,43.86407612
Men Hoodies,1726,3231,3.2,0,2025-08-16,XL,Khaki,Cotton Blend,46.59,Coming Soon,TRUE,45 days,1 days,TRUE,0,7
Men Hoodies,549,885,3.5,4160,2025-08-16,S,Khaki,Spandex,37.98,Limited Stock,FALSE,10 days,7 days,TRUE,216,31.66728748
Men Tshirts,1790,6714,4.1,1282,2025-08-16,3XL,Purple,Fleece,73.34,Limited Stock,TRUE,45 days,4 days,TRUE,151,36.34352109
Women Hoodies,1353,2364,4.1,0,2025-08-16,S,Grey,Tencel,42.77,In Stock,TRUE,15 days,2 days,TRUE,0,7
Women Jeans,775,1378,3.8,0,2025-08-16,S,Maroon,Polyester,43.77,Only 1 Left,TRUE,30 days,3 days,TRUE,0,7
Men Shirts,738,1284,4.3,200,2025-08-16,XS,Khaki,Hemp,42.55,Limited Stock,TRUE,45 days,2 days,TRUE,11,29.8042111
Men Hoodies,1374,1858,4.1,5664,2025-08-16,3XL,Burgundy,Fleece,26.06,Back in Stock,FALSE,30 days,2 days,TRUE,842,37.93245491
Women Tops,664,1930,3.9,1992,2025-08-16,L,Pink,Spandex,65.6,2-3 pieces left,TRUE,45 days,1 days,TRUE,314,36.62984565
Women Jeans,1573,3821,4.1,875,2025-08-16,XS,Olive,Rayon,58.84,Pre-Order,TRUE,15 days,6 days,TRUE,87,34.77900097
Women Hoodies,853,1079,4.6,0,2025-08-16,3XL,Burgundy,Cotton Blend,20.97,Only 1 Left,TRUE,30 days,7 days,TRUE,0,7
Women Jeans,958,1046,4,2745,2025-08-16,S,Khaki,Lycra,8.47,Only 1 Left,TRUE,15 days,2 days,TRUE,273,38.67160235
Men Shirts,1344,1491,4.5,215,2025-08-16,M,Grey,Denim,9.91,Only 1 Left,TRUE,15 days,4 days,TRUE,38,31.18875283
Men Tshirts,1482,1860,3.9,4293,2025-08-16,S,Olive,Cashmere,20.33,Pre-Order,TRUE,45 days,6 days,TRUE,636,39.62339852
Men Jeans,1869,4952,4.2,5058,2025-08-16,XL,Burgundy,Spandex,62.26,In Stock,TRUE,45 days,2 days,FALSE,706,40.32148128
Men Shirts,1274,1483,4.3,6569,2025-08-16,L,Coral,Linen,14.12,Few Left,TRUE,15 days,8 days,TRUE,378,44.79815718
Men Shirts,490,774,3.9,7211,2025-08-16,L,White,Bamboo,36.75,Only 1 Left,TRUE,15 days,2 days,TRUE,925,41.64565618
Men Shorts,1158,3680,4.1,5324,2025-08-16,3XL,Coral,Rayon,68.54,2-3 pieces left,TRUE,15 days,4 days,TRUE,849,42.17868876
Men Shirts,838,894,4.5,6815,2025-08-16,M,Green,Denim,6.34,Few Left,FALSE,45 days,2 days,TRUE,841,42.22162631
Men Tshirts,2091,2276,3.3,6400,2025-08-16,L,Charcoal,Tencel,8.16,Limited Stock,TRUE,45 days,8 days,TRUE,877,35.92189137
Women Tops,1074,3700,4.2,916,2025-08-16,XXL,Pink,Polyester,70.98,Back in Stock,TRUE,10 days,5 days,TRUE,83,35.64865138
Women Tops,1305,1603,4.3,5157,2025-08-16,M,Coral,Rayon,18.63,Limited Stock,TRUE,15 days,2 days,FALSE,525,41.257708
Men Hoodies,709,1156,4.2,0,2025-08-16,S,Purple,Spandex,38.72,Coming Soon,TRUE,45 days,5 days,TRUE,0,7
Women Tops,1271,1771,4.5,5130,2025-08-16,3XL,Yellow,Viscose,28.26,Coming Soon,TRUE,45 days,4 days,TRUE,927,45.44375133
Men Tshirts,686,727,4.1,8249,2025-08-16,3XL,Black,Cashmere,5.72,In Stock,TRUE,15 days,1 days,TRUE,1424,43.97367077
Women Skirts,1388,1804,4.3,4840,2025-08-16,XL,Teal,Cotton,23.1,Only 1 Left,FALSE,45 days,1 days,TRUE,670,38.98496934
Women Skirts,821,2936,3.3,0,2025-08-16,XS,Black,Rayon,72.04,Few Left,TRUE,15 days,8 days,FALSE,0,4.5
Men Jeans,1807,3486,4.1,2189,2025-08-16,XL,Sage,Denim,48.17,Coming Soon,FALSE,10 days,7 days,TRUE,413,34.03579297
Women Hoodies,1599,5220,4.4,4225,2025-08-16,3XL,Beige,Bamboo,69.37,In Stock,TRUE,30 days,6 days,TRUE,292,43.73564927
Men Jeans,589,713,3.9,3801,2025-08-16,3XL,Sage,Cotton Blend,17.42,Back in Stock,TRUE,45 days,2 days,TRUE,565,39.14880184
Women Tops,920,3768,3.8,3554,2025-08-16,XXL,Cream,Linen,75.59,In Stock,TRUE,30 days,3 days,TRUE,201,38.0692193
Women Dresses,1225,1559,4.4,4764,2025-08-16,L,Green,Polyester,21.44,2-3 pieces left,TRUE,10 days,1 days,TRUE,868,44.26383239
Women Dresses,760,1615,4,9226,2025-08-16,3XL,Sage,Denim,52.95,Only 1 Left,TRUE,10 days,5 days,TRUE,1783,43.51955699
Men Shorts,1139,1661,4.1,1815,2025-08-16,M,Green,Jersey,31.44,Coming Soon,TRUE,15 days,5 days,TRUE,351,37.76800539
Men Hoodies,993,1119,4.6,5669,2025-08-16,L,Khaki,Spandex,11.3,2-3 pieces left,TRUE,15 days,4 days,TRUE,346,46.75754422
Men Jeans,724,3487,4,1688,2025-08-16,M,Khaki,Viscose,79.24,Back in Stock,TRUE,45 days,1 days,TRUE,208,36.72756767
Women Hoodies,1210,1777,3.6,2121,2025-08-16,3XL,Teal,Tencel,31.94,Pre-Order,TRUE,30 days,8 days,TRUE,355,34.57641155
Women Skirts,1205,2246,4.2,4442,2025-08-16,M,White,Bamboo,46.36,Back in Stock,TRUE,10 days,3 days,TRUE,334,42.27615743
Men Tshirts,482,727,4.4,3499,2025-08-16,L,Peach,Linen,33.78,Limited Stock,TRUE,45 days,7 days,TRUE,306,42.90628029
Women Tops,595,816,3.9,6580,2025-08-16,XXL,Khaki,Jersey,27.14,Coming Soon,TRUE,30 days,5 days,TRUE,958,41.28857375
Men Jeans,1043,1134,3.4,2920,2025-08-16,M,Teal,Bamboo,8.05,Back in Stock,TRUE,15 days,6 days,TRUE,259,34.13091643
Women Hoodies,1037,1348,4.2,4973,2025-08-16,S,Cream,Spandex,23.1,2-3 pieces left,TRUE,10 days,2 days,TRUE,911,42.75031442
Women Dresses,283,305,3.4,4431,2025-08-16,XXL,Beige,Cotton,7.41,Only 1 Left,TRUE,10 days,3 days,TRUE,756,35.54846118
Men Tshirts,1185,4137,3.6,3785,2025-08-16,XL,Maroon,Hemp,71.36,Only 1 Left,TRUE,45 days,7 days,TRUE,280,36.66063519
Men Shorts,1602,6075,4.8,4650,2025-08-16,XXL,Peach,Linen,73.63,Coming Soon,TRUE,10 days,8 days,TRUE,624,47.53522014
Women Dresses,1943,4305,3.7,1765,2025-08-16,3XL,Rose Gold,Wool,54.87,2-3 pieces left,TRUE,30 days,4 days,TRUE,223,34.66294781
Men Hoodies,728,1077,3.8,4994,2025-08-16,XL,Burgundy,Viscose,32.41,Back in Stock,TRUE,45 days,1 days,TRUE,785,39.36153223
Women Dresses,947,1432,3.1,5880,2025-08-16,3XL,Beige,Viscose,33.87,Pre-Order,TRUE,10 days,6 days,TRUE,645,33.90639449
Women Hoodies,996,2231,3.5,3741,2025-08-16,L,Olive,Denim,55.36,Coming Soon,TRUE,30 days,2 days,TRUE,205,35.79581427
Men Tshirts,1397,4278,4.1,4986,2025-08-16,XL,Coral,Rayon,67.35,Back in Stock,TRUE,10 days,3 days,TRUE,459,41.9098182
Men Shirts,1415,2325,3.9,2628,2025-08-16,3XL,Cream,Rayon,39.16,Back in Stock,FALSE,10 days,4 days,TRUE,488,33.20999942
Women Dresses,839,3085,3.7,5382,2025-08-16,S,Peach,Jersey,72.81,Limited Stock,TRUE,15 days,1 days,TRUE,316,38.78670414
Women Hoodies,1364,4035,5,3004,2025-08-16,L,Cream,Wool,66.2,Pre-Order,TRUE,45 days,4 days,TRUE,264,47.04016423
Men Jeans,1954,4846,4,7590,2025-08-16,XL,Green,Lycra,59.68,2-3 pieces left,TRUE,30 days,5 days,TRUE,1189,42.73887446
Women Tops,1108,1718,4.9,0,2025-08-16,XXL,Purple,Tencel,35.52,2-3 pieces left,TRUE,30 days,1 days,FALSE,0,4.5
Men Tshirts,794,1540,4,3174,2025-08-16,3XL,Burgundy,Modal,48.46,Coming Soon,TRUE,30 days,5 days,TRUE,335,39.25225165
Women Skirts,2044,5232,4,1873,2025-08-16,S,Brown,Bamboo,60.94,Limited Stock,FALSE,15 days,4 days,TRUE,279,32.64332185
Men Shirts,1438,2218,3.4,5318,2025-08-16,3XL,Yellow,Cotton,35.19,2-3 pieces left,TRUE,10 days,2 days,TRUE,734,36.16873802
Men Shorts,1237,1798,4.6,1891,2025-08-16,3XL,Charcoal,Hemp,31.21,Coming Soon,TRUE,10 days,1 days,TRUE,373,41.70879285
Women Tops,957,1017,3.7,5003,2025-08-16,XL,Sage,Spandex,5.98,Limited Stock,TRUE,15 days,6 days,TRUE,632,38.51657362
Men Hoodies,970,1302,4.1,3939,2025-08-16,XS,Red,Cotton,25.54,2-3 pieces left,TRUE,45 days,3 days,TRUE,626,40.94363761
Women Dresses,1353,2633,3.5,2327,2025-08-16,XXL,Khaki,Linen,48.62,2-3 pieces left,TRUE,10 days,6 days,TRUE,207,34.13467683
Men Tshirts,906,1057,4.4,0,2025-08-16,XS,Navy,Jersey,14.29,In Stock,TRUE,15 days,7 days,TRUE,0,7
Men Shirts,605,1144,4.2,5744,2025-08-16,M,Khaki,Denim,47.12,Pre-Order,TRUE,15 days,3 days,TRUE,976,43.3555578
Men Shorts,1401,3306,4.5,4377,2025-08-16,XS,Black,Fleece,57.63,Only 1 Left,TRUE,30 days,3 days,TRUE,353,44.72956275
Men Shirts,1034,4366,3.7,4551,2025-08-16,M,Beige,Denim,76.32,2-3 pieces left,TRUE,15 days,7 days,TRUE,365,38.16629131
Men Shorts,1062,1377,4.8,8008,2025-08-16,S,Pink,Viscose,22.9,Back in Stock,TRUE,15 days,8 days,TRUE,589,50.1439417
Men Hoodies,1065,1448,4.6,5509,2025-08-16,M,Purple,Viscose,26.47,In Stock,TRUE,30 days,3 days,TRUE,622,46.62587155
Men Shirts,1335,2780,3.5,7537,2025-08-16,3XL,Burgundy,Bamboo,51.98,Back in Stock,FALSE,15 days,5 days,TRUE,1173,33.74699261
Women Skirts,364,463,4.1,3286,2025-08-16,S,Orange,Tencel,21.54,Few Left,TRUE,10 days,1 days,TRUE,221,40.20069535
Men Tshirts,1407,3899,4.2,5387,2025-08-16,XS,Mint,Silk,63.92,Few Left,TRUE,30 days,4 days,TRUE,691,43.08610406
Men Tshirts,1497,2413,4.6,3188,2025-08-16,L,Blue,Lycra,37.97,In Stock,TRUE,10 days,6 days,TRUE,272,44.11032827
Women Dresses,1678,3633,4,4355,2025-08-16,L,Sage,Cotton Blend,53.82,Coming Soon,TRUE,30 days,4 days,TRUE,628,40.51723794
Women Dresses,1198,3550,4.5,3956,2025-08-16,M,Burgundy,Wool,66.26,2-3 pieces left,TRUE,45 days,7 days,TRUE,786,44.27458649
Men Jeans,1264,1666,4.5,6335,2025-08-16,XL,Burgundy,Cotton Blend,24.14,2-3 pieces left,TRUE,30 days,4 days,TRUE,1082,46.3930132
Women Jeans,1706,3067,4.2,131,2025-08-16,XL,Sage,Viscose,44.39,Limited Stock,TRUE,10 days,8 days,TRUE,13,27.50776807
Men Hoodies,2706,8673,4.3,7674,2025-08-16,XS,Blue,Hemp,68.8,Limited Stock,TRUE,45 days,6 days,TRUE,607,45.46661136
Women Dresses,1150,3835,3.9,6753,2025-08-16,L,Yellow,Hemp,70.02,Back in Stock,TRUE,15 days,8 days,TRUE,1065,41.38977178
Women Hoodies,1225,1706,3.8,5155,2025-08-16,M,Black,Hemp,28.22,Coming Soon,TRUE,15 days,4 days,TRUE,935,39.48208218
Men Tshirts,559,680,3.4,1702,2025-08-16,L,Rose Gold,Denim,17.81,Limited Stock,TRUE,10 days,4 days,TRUE,261,32.29649871
Women Jeans,1264,5007,3.6,2183,2025-08-16,XXL,Sage,Rayon,74.76,2-3 pieces left,TRUE,15 days,6 days,TRUE,135,34.68008801
Women Skirts,1227,2284,3.5,6554,2025-08-16,M,Mustard,Wool,46.3,Limited Stock,FALSE,10 days,5 days,TRUE,617,33.25794189
Women Hoodies,1067,2032,3.4,499,2025-08-16,XL,Green,Polyester,47.51,Limited Stock,FALSE,10 days,2 days,FALSE,52,21.12966753
Women Jeans,1541,1885,3.4,5032,2025-08-16,XXL,Charcoal,Polyester,18.27,Only 1 Left,TRUE,10 days,4 days,TRUE,255,35.98082312
Women Jeans,688,1306,4.5,5734,2025-08-16,XL,Black,Viscose,47.33,Back in Stock,TRUE,15 days,3 days,TRUE,600,45.94454363
Men Jeans,972,1388,4.3,7620,2025-08-16,S,Navy,Cashmere,30,2-3 pieces left,TRUE,10 days,3 days,TRUE,1004,45.43625036
Women Dresses,734,777,5,4960,2025-08-16,S,Red,Fleece,5.63,Back in Stock,FALSE,45 days,7 days,TRUE,666,45.04681306
Men Hoodies,1834,2129,4.2,2274,2025-08-16,L,Lavender,Fleece,13.89,Only 1 Left,TRUE,10 days,3 days,TRUE,163,39.46488839
Women Hoodies,1240,2318,4.4,6843,2025-08-16,L,Yellow,Linen,46.51,Pre-Order,TRUE,30 days,7 days,TRUE,938,45.85696159
Men Jeans,1490,1733,4.2,7408,2025-08-16,XL,Teal,Rayon,14.03,Coming Soon,TRUE,10 days,1 days,TRUE,1161,44.42389318
Men Jeans,1309,3203,3.8,8459,2025-08-16,M,Sage,Wool,59.14,Limited Stock,TRUE,45 days,7 days,TRUE,604,41.36379692
Men Hoodies,661,1866,4.2,8759,2025-08-16,M,Pink,Fleece,64.59,Back in Stock,TRUE,45 days,1 days,TRUE,1457,45.12739497
Women Jeans,591,713,3.6,3661,2025-08-16,XS,Pink,Cotton,17.21,Only 1 Left,TRUE,10 days,8 days,TRUE,433,36.54075301
Men Shorts,1164,1232,4,1774,2025-08-16,S,Orange,Tencel,5.55,2-3 pieces left,TRUE,15 days,2 days,FALSE,322,34.42622281
Women Skirts,1837,5313,3.9,6132,2025-08-16,XL,White,Tencel,65.43,2-3 pieces left,TRUE,45 days,6 days,TRUE,330,41.01361329
Women Dresses,668,1705,3.9,3345,2025-08-16,XXL,Blue,Polyester,60.84,Limited Stock,TRUE,45 days,7 days,TRUE,592,38.65053144
Men Shirts,582,747,3.4,4137,2025-08-16,L,Brown,Lycra,22.18,Pre-Order,TRUE,10 days,5 days,TRUE,559,35.31509072
Women Skirts,1165,1473,3.9,1302,2025-08-16,XS,Sage,Rayon,20.94,Coming Soon,TRUE,15 days,7 days,TRUE,156,34.97245585
Women Skirts,1534,2847,3.3,6109,2025-08-16,L,Burgundy,Cotton Blend,46.13,Limited Stock,TRUE,15 days,4 days,TRUE,936,35.76835077
Women Jeans,871,1155,4.2,6239,2025-08-16,L,Peach,Rayon,24.64,Back in Stock,TRUE,10 days,8 days,TRUE,1206,43.70268894
Women Skirts,944,1041,4.5,6770,2025-08-16,XS,Mint,Fleece,9.38,Limited Stock,TRUE,15 days,2 days,TRUE,500,46.69181829
Men Shorts,978,2873,3.7,5717,2025-08-16,S,Maroon,Lycra,65.96,Coming Soon,TRUE,10 days,1 days,TRUE,616,39.01008518
Women Jeans,599,2279,4.1,6746,2025-08-16,S,Mint,Bamboo,73.72,Pre-Order,TRUE,10 days,3 days,TRUE,1183,43.14909829
Women Tops,2311,2932,3.5,4201,2025-08-16,XL,Cream,Denim,21.2,Back in Stock,FALSE,15 days,2 days,TRUE,473,31.70160558
Women Tops,1610,4308,3.6,1334,2025-08-16,L,Khaki,Viscose,62.63,Coming Soon,TRUE,15 days,3 days,TRUE,151,32.90807166
Men Shorts,650,1451,3.6,6258,2025-08-16,XS,Yellow,Cotton,55.23,Limited Stock,FALSE,45 days,8 days,TRUE,844,33.97039254
Women Tops,1431,2192,4.3,1426,2025-08-16,L,Brown,Lycra,34.72,Few Left,FALSE,30 days,3 days,TRUE,244,33.73231736
Men Tshirts,1288,2515,3.2,0,2025-08-16,XS,Burgundy,Rayon,48.8,Pre-Order,TRUE,15 days,8 days,TRUE,0,7
Men Shirts,402,944,3.4,3754,2025-08-16,XL,Blue,Denim,57.42,Few Left,TRUE,10 days,6 days,TRUE,237,34.98486812
Women Dresses,1335,3276,4.4,0,2025-08-16,L,Peach,Bamboo,59.26,Pre-Order,TRUE,45 days,5 days,TRUE,0,7
Men Tshirts,932,3691,4.1,73,2025-08-16,M,Rose Gold,Fleece,74.75,Coming Soon,TRUE,45 days,2 days,TRUE,13,24.64666688
Women Tops,1167,1347,3.7,4671,2025-08-16,3XL,Black,Hemp,13.41,Few Left,TRUE,10 days,8 days,TRUE,760,38.26256734
Men Hoodies,607,1478,3.6,0,2025-08-16,XXL,Khaki,Bamboo,58.94,Pre-Order,TRUE,15 days,4 days,TRUE,0,7
Women Hoodies,355,541,3.6,5780,2025-08-16,XS,Teal,Cotton,34.42,2-3 pieces left,TRUE,45 days,3 days,TRUE,704,38.18439505
Women Tops,1655,6551,3.8,2348,2025-08-16,M,Burgundy,Wool,74.74,Only 1 Left,TRUE,45 days,7 days,TRUE,302,36.49463094
Women Skirts,1391,2364,4.5,3859,2025-08-16,XXL,Red,Lycra,41.17,Back in Stock,TRUE,15 days,6 days,TRUE,685,44.16290108
Women Tops,1346,4125,4.3,6479,2025-08-16,XXL,Brown,Wool,67.37,Only 1 Left,TRUE,30 days,8 days,TRUE,389,44.73884589
Men Tshirts,1180,1432,4.4,4569,2025-08-16,XL,Brown,Lycra,17.64,Pre-Order,FALSE,30 days,2 days,TRUE,463,39.57998133
Women Hoodies,735,850,3.5,4421,2025-08-16,L,Charcoal,Rayon,13.53,Limited Stock,TRUE,10 days,2 days,TRUE,670,36.38021576
Women Skirts,1866,4719,3.6,5784,2025-08-16,L,Sage,Rayon,60.46,In Stock,TRUE,45 days,2 days,TRUE,1061,38.1868851
Women Jeans,893,1052,4.4,0,2025-08-16,XS,Lavender,Viscose,15.17,2-3 pieces left,TRUE,30 days,1 days,TRUE,0,7
Men Shirts,1131,1343,3.7,3649,2025-08-16,XXL,Teal,Hemp,15.82,Pre-Order,TRUE,15 days,4 days,TRUE,256,37.34918505
Women Jeans,1828,3973,4.5,6457,2025-08-16,S,Mustard,Cashmere,54,Limited Stock,TRUE,15 days,4 days,TRUE,693,46.47883728
Men Shorts,1790,4112,4,5156,2025-08-16,L,Maroon,Viscose,56.47,Limited Stock,TRUE,45 days,6 days,TRUE,676,41.19244118
Men Shirts,1430,1701,4.1,5062,2025-08-16,XXL,Yellow,Bamboo,15.98,Pre-Order,TRUE,30 days,7 days,TRUE,868,41.97182934
Women Skirts,308,434,4.2,3695,2025-08-16,XXL,Rose Gold,Silk,29.04,Coming Soon,TRUE,30 days,2 days,TRUE,451,41.50302702
Men Hoodies,469,553,4.3,6037,2025-08-16,XS,Lavender,Fleece,15.3,Back in Stock,TRUE,15 days,6 days,TRUE,1021,44.43506087
Men Shirts,1294,1567,4.2,5489,2025-08-16,S,Rose Gold,Viscose,17.46,Pre-Order,TRUE,10 days,7 days,TRUE,753,43.16487084
Women Tops,926,1604,4,4551,2025-08-16,XS,Blue,Spandex,42.28,2-3 pieces left,TRUE,15 days,8 days,TRUE,685,40.6932879
Men Shirts,753,1170,4,6620,2025-08-16,M,Olive,Cotton Blend,35.66,Few Left,TRUE,30 days,3 days,TRUE,412,42.19200678
Men Jeans,780,3466,3.7,7100,2025-08-16,L,Coral,Cashmere,77.5,2-3 pieces left,TRUE,45 days,2 days,TRUE,716,39.81156632
Men Shorts,1266,3122,3.5,7651,2025-08-16,3XL,Olive,Wool,59.45,2-3 pieces left,TRUE,45 days,8 days,FALSE,889,35.79952816
Men Shirts,782,1233,4.4,7056,2025-08-16,3XL,Mint,Bamboo,36.62,Limited Stock,TRUE,45 days,7 days,TRUE,1357,45.99181137
Men Jeans,1169,1428,3.6,6112,2025-08-16,S,Brown,Cotton Blend,18.14,Back in Stock,TRUE,10 days,8 days,TRUE,1197,38.38542255
Men Hoodies,495,1348,3.6,4611,2025-08-16,XXL,Peach,Polyester,63.3,Few Left,TRUE,45 days,8 days,TRUE,327,37.37110077
Women Tops,1393,1823,4.3,0,2025-08-16,XXL,Lavender,Linen,23.59,In Stock,TRUE,45 days,4 days,TRUE,0,7
Men Shorts,955,1025,3,17,2025-08-16,3XL,Brown,Cashmere,6.84,In Stock,TRUE,45 days,5 days,TRUE,2,15.67111527
Women Tops,1332,1452,3.6,4638,2025-08-16,XXL,Mint,Cotton,8.27,Limited Stock,TRUE,30 days,4 days,TRUE,430,37.39211478
Women Hoodies,426,1512,4.5,3392,2025-08-16,M,Sage,Rayon,71.84,Limited Stock,TRUE,30 days,8 days,TRUE,252,43.58261394
Men Jeans,642,2551,4.9,1738,2025-08-16,XL,Lavender,Linen,74.84,In Stock,TRUE,15 days,1 days,TRUE,120,43.55922102
Women Hoodies,1037,2871,4.6,6745,2025-08-16,L,Charcoal,Wool,63.89,Only 1 Left,TRUE,30 days,1 days,TRUE,575,47.55684307
Women Tops,465,1278,3.8,3152,2025-08-16,XS,Yellow,Silk,63.64,Limited Stock,TRUE,30 days,5 days,TRUE,477,37.61321671
Men Hoodies,1187,4049,4.9,1216,2025-08-16,XXL,Orange,Denim,70.69,Back in Stock,TRUE,30 days,1 days,TRUE,239,41.81030606
Women Tops,1780,2300,4.3,5581,2025-08-16,XXL,Turquoise,Cotton,22.63,2-3 pieces left,TRUE,45 days,4 days,FALSE,617,41.59740038
Men Tshirts,600,848,3.8,4136,2025-08-16,M,Red,Modal,29.27,Coming Soon,TRUE,10 days,7 days,TRUE,740,38.64535943
Women Jeans,893,1685,4.1,0,2025-08-16,XXL,Purple,Cotton Blend,47.03,2-3 pieces left,TRUE,15 days,3 days,TRUE,0,7
Women Tops,1434,3651,4.3,0,2025-08-16,S,White,Spandex,60.73,2-3 pieces left,TRUE,10 days,8 days,TRUE,0,7
Men Shorts,1112,4077,3.9,5344,2025-08-16,XL,Teal,Modal,72.73,Only 1 Left,TRUE,10 days,6 days,TRUE,982,40.47727561
Women Tops,2219,4035,3.7,2577,2025-08-16,L,Mint,Rayon,45.01,Pre-Order,TRUE,45 days,7 days,TRUE,437,36.06264598
Men Shirts,1023,3730,3.4,2326,2025-08-16,M,Black,Viscose,72.58,2-3 pieces left,TRUE,45 days,2 days,TRUE,311,33.35793956
Men Shorts,1321,2232,3.5,2800,2025-08-16,XXL,Rose Gold,Modal,40.84,Back in Stock,TRUE,15 days,6 days,TRUE,415,34.78206121
Women Skirts,706,787,4.3,1818,2025-08-16,M,Cream,Cashmere,10.38,Pre-Order,FALSE,15 days,4 days,TRUE,339,34.77598137
Women Skirts,389,679,4.4,1102,2025-08-16,L,Lavender,Linen,42.71,Pre-Order,TRUE,15 days,4 days,FALSE,150,35.32547168
Men Shirts,913,1132,4,8329,2025-08-16,M,Brown,Viscose,19.36,2-3 pieces left,TRUE,45 days,2 days,TRUE,1398,43.11047494
Men Hoodies,1381,1478,3.5,1498,2025-08-16,XXL,Beige,Linen,6.6,In Stock,FALSE,15 days,2 days,TRUE,165,28.09393724
Men Jeans,100,130,4.2,3331,2025-08-16,XL,Mint,Linen,23.13,Back in Stock,TRUE,30 days,8 days,TRUE,509,41.06757761
Women Hoodies,747,946,4.1,3895,2025-08-16,XXL,Purple,Fleece,21.05,Coming Soon,TRUE,30 days,1 days,TRUE,579,40.89759323
Women Skirts,594,1265,4.3,5390,2025-08-16,L,Green,Viscose,53.05,Limited Stock,TRUE,45 days,2 days,TRUE,565,43.94769055
Women Skirts,2065,3793,4.6,4029,2025-08-16,XL,Brown,Denim,45.56,Limited Stock,TRUE,45 days,2 days,TRUE,214,45.18699961
Men Hoodies,689,864,4.2,1928,2025-08-16,3XL,Beige,Cotton Blend,20.34,Pre-Order,TRUE,15 days,3 days,TRUE,242,38.77197945
Women Skirts,876,978,3.2,6445,2025-08-16,S,Orange,Cotton,10.47,In Stock,TRUE,45 days,5 days,TRUE,459,35.0678882
Men Hoodies,713,875,4,5277,2025-08-16,S,Brown,Hemp,18.56,Few Left,TRUE,15 days,2 days,TRUE,949,41.28521007
Women Hoodies,1117,1809,4.5,10373,2025-08-16,XL,Olive,Cotton,38.26,In Stock,TRUE,10 days,7 days,TRUE,723,48.6117608
Women Hoodies,985,2253,4.2,3104,2025-08-16,L,Coral,Fleece,56.29,2-3 pieces left,TRUE,10 days,8 days,TRUE,161,40.77122978
Men Hoodies,2103,3788,3.8,6136,2025-08-16,XS,Mint,Modal,44.49,Limited Stock,TRUE,10 days,3 days,TRUE,355,40.14394695
Women Jeans,949,1916,4.3,1437,2025-08-16,XXL,Lavender,Silk,50.49,Limited Stock,TRUE,10 days,4 days,TRUE,85,38.26533671
Women Skirts,1141,1384,4.3,5708,2025-08-16,3XL,Charcoal,Cashmere,17.58,Limited Stock,TRUE,15 days,7 days,TRUE,442,44.19413637
Women Tops,1454,2724,3.5,1344,2025-08-16,XXL,Beige,Lycra,46.64,In Stock,TRUE,45 days,5 days,TRUE,90,32.21452252
Women Jeans,1720,3622,4.1,2618,2025-08-16,XL,Sage,Silk,52.52,Few Left,TRUE,45 days,5 days,TRUE,379,39.26924616
Men Hoodies,1193,3599,4.1,896,2025-08-16,S,Khaki,Silk,66.86,In Stock,TRUE,10 days,5 days,FALSE,112,32.37612903
Men Hoodies,1658,3366,4.3,2859,2025-08-16,XXL,Sage,Silk,50.75,Limited Stock,TRUE,30 days,1 days,TRUE,224,41.22188069
Men Jeans,1057,2235,4.1,2795,2025-08-16,XXL,Turquoise,Modal,52.71,Pre-Order,TRUE,15 days,7 days,TRUE,152,39.53737492
Women Dresses,1052,3713,3.6,2071,2025-08-16,M,Turquoise,Cotton Blend,71.67,2-3 pieces left,TRUE,30 days,6 days,TRUE,305,34.49057057
